,word,score
2641,obscure,-0.125
2642,deteriorated,-0.5
2643,conceived,0.125
2644,dash,0.375
2645,Rise,0.25
2646,staring,0.125
2647,Enjoy,0.375
2648,irregularities,0.5
2649,outspoken,-0.125
2650,renovated,0.125
2651,Bonnie,0.75
2652,Carnival,0.125
2653,booths,0.125
2654,upfront,0.5
2655,sadness,-0.75
2656,Bright,0.125
2657,nominate,0.375
2658,hesitate,-0.125
2659,restriction,0.25
2660,seldom,-0.125
2661,knowledgeable,0.25
2662,bloodshed,-0.125
2663,prejudice,-0.875
2664,unstable,-0.125
2665,jungle,-0.125
2666,PhD,0.25
2667,noticeable,0.625
2668,outset,0.125
2669,possessing,0.5
2670,paragraph,0.25
2671,dumb,-0.25
2672,piles,-0.5
2673,beam,-0.25
2674,Desert,-0.125
2675,Elite,0.25
2676,sadly,-0.625
2677,lauded,0.75
2678,disqualified,-0.375
2679,retiree,0.125
2680,assistant_professor,-0.625
2681,implicated,0.125
2682,homosexuality,0.375
2683,advocated,-0.125
2684,Dark,-0.375
2685,explicit,0.5
2686,desperation,-0.25
2687,fading,-0.125
2688,impairment,-0.125
2689,discomfort,-0.25
2690,confession,-0.125
2691,entertained,0.125
2692,lured,-0.125
2693,feasible,0.375
2694,stricken,-0.375
2695,Unity,0.625
2696,pneumonia,-0.75
2697,Beauty,0.5
2698,ignorance,0.5
2699,Fun,0.375
2700,obey,0.25
2701,provisional,-0.625
2702,disadvantage,-0.75
2703,ritual,0.125
2704,spree,0.5
2705,reasoning,0.125
2706,Charity,0.5
2707,poorer,-0.75
2708,congratulated,0.125
2709,harmed,-0.5
2710,awaited,-0.25
2711,modernization,0.25
2712,impasse,-0.375
2713,weakest,-0.375
2714,polite,0.5
2715,carnival,0.125
2716,rob,-0.5
2717,inconvenience,-0.875
2718,bogeys,-0.11200000000000004
2719,standing_ovation,0.125
2720,procession,0.125
2721,scratched,-0.25
2722,outbreaks,-0.125
2723,champagne,-0.125
2724,abusing,-0.75
2725,confronting,-0.5
2726,patriotic,0.125
2727,implies,-0.125
2728,altercation,-0.375
2729,bogus,-0.75
2730,despair,-0.25
2731,illustrates,0.375
2732,bumped,-0.125
2733,inexperienced,0.25
2734,illustrated,0.375
2735,Lucky,0.75
2736,Jeter,-0.125
2737,robbers,-0.5
2738,explicitly,0.25
2739,Paramount,0.125
2740,fumbled,-0.5
2741,sting,-0.75
2742,standardized,-0.375
2743,manipulation,0.125
2744,spying,0.125
2745,Hell,-0.375
2746,Issues,0.125
2747,knockout,0.25
2748,gentleman,0.125
2749,airs,-0.375
2750,icy,-0.875
2751,Fine,-0.125
2752,scalable,0.5
2753,seriousness,0.5
2754,Knowing,-0.125
2755,pleas,-0.125
2756,ashamed,-0.75
2757,rubbish,-0.125
2758,disturbed,-0.125
2759,IS,0.125
2760,undecided,-0.625
2761,plaque,-0.125
2762,JR,0.125
2763,emphasizing,0.125
2764,prosperous,0.75
2765,NO,-0.25
2766,tremendously,-0.25
2767,stature,0.5
2768,affection,0.375
2769,frightened,0.375
2770,feud,0.125
2771,misuse,-0.625
2772,fearful,-0.25
2773,inspector_general,0.125
2774,critically,0.125
2775,intimidated,0.125
2776,Byron,-0.125
2777,sin,-0.125
2778,unused,-0.75
2779,spans,0.375
2780,Hospitals,0.25
2781,sorted,0.125
2782,intimidating,0.125
2783,obsession,0.25
2784,succeeds,0.125
2785,Teresa,-0.25
2786,Agent,0.5
2787,openness,-0.375
2788,offended,-0.25
2789,inflammatory,-0.75
2790,utterly,0.5
2791,deepening,0.125
2792,Superior,0.75
2793,tornadoes,-0.25
2794,scales,-0.25
2795,geared,0.25
2796,delete,-0.125
2797,suicide_bombers,-0.125
2798,Hand,0.5
2799,adequacy,-0.125
2800,vacancies,-0.25
2801,Treatment,-0.5
2802,Relief,0.125
2803,exemptions,0.125
2804,authenticity,0.125
2805,cheapest,-0.25
2806,Interested,0.125
2807,dictatorship,-0.5
2808,invention,0.375
2809,Date,0.125
2810,wild_pitch,-0.625
2811,biased,0.25
2812,stricter,0.125
2813,accessory,-0.375
2814,assaulting,-0.375
2815,Reach,0.25
2816,perfection,-0.5
2817,dubious,-0.125
2818,repairing,-0.125
2819,boil,-0.75
2820,endurance,0.125
2821,hid,-0.125
2822,eyeing,0.125
2823,Emmy,0.125
2824,Chance,0.5
2825,frantic,-0.25
2826,modestly,0.125
2827,jails,0.125
2828,Giant,-0.25
2829,handsome,0.625
2830,periodically,0.25
2831,Stark,0.5
2832,validity,0.375
2833,bruises,-0.5
2834,onslaught,-0.75
2835,Surely,0.25
2836,devote,0.125
2837,helmets,-0.125
2838,snake,-0.375
2839,influenza,0.5
2840,retract,-0.625
2841,jeopardize,-0.125
2842,vacated,-0.25
2843,shortcomings,-0.25
2844,Duluth,0.125
2845,wrongly,-0.5
2846,compounded,-0.125
2847,joking,0.375
2848,courageous,0.25
2849,Virtual,0.5
2850,terrified,0.25
2851,mediocre,-0.556
2852,clarified,0.25
2853,knowingly,0.125
2854,vigorous,0.5
2855,unfamiliar,-0.625
2856,exclusion,0.125
2857,abandoning,-0.125
2858,warmth,-0.125
2859,shrugged,-0.125
2860,offending,-0.25
2861,borne,0.125
2862,foolish,0.625
2863,flush,0.375
2864,Cool,-0.125
2865,ambush,-0.5
2866,turbulent,-0.75
2867,buddies,0.125
2868,Proposition,-0.125
2869,softer,-0.25
2870,adversity,-0.25
2871,stalemate,-0.375
2872,outperform,-0.125
2873,Assistance,0.5
2874,poison,-0.125
2875,Beautiful,0.75
2876,NGO,-0.5
2877,RF,0.5
2878,divisive,-0.5
2879,crippled,0.25
2880,Contest,0.25
2881,ambassadors,0.375
2882,bailed,0.125
2883,Les,-0.25
2884,flourish,0.125
2885,balloons,-0.125
2886,worsen,-0.25
2887,queries,-0.125
2888,rogue,-0.5
2889,Must,0.375
2890,insane,-0.5
2891,Drop,0.125
2892,prominence,0.125
2893,marginally,0.125
2894,debacle,-0.375
2895,Makes,0.5
2896,attach,0.125
2897,Koch,-0.25
2898,Archbishop,0.5
2899,manipulated,-0.5
2900,Active,0.375
2901,disruptive,-0.75
2902,commencement,0.125
2903,crap,-0.25
2904,ruins,-0.5
2905,comic_book,0.125
2906,insistence,-0.125
2907,bumper,-0.25
2908,strikeout,-0.25
2909,youthful,0.375
2910,antique,0.125
2911,mentoring,0.125
2912,overlooking,-0.125
2913,versatility,0.375
2914,vigilant,0.375
2915,acid,-0.25
2916,criticisms,-0.5
2917,NEW,0.375
2918,wrecked,-0.25
2919,daring,-0.25
2920,mistakenly,0.25
2921,multitude,-0.25
2922,DOT,0.125
2923,swallow,-0.25
2924,hesitant,-0.625
2925,Believe,0.125
2926,beneficiary,-0.125
2927,illicit,-0.33399999999999996
2928,meaningless,-0.25
2929,ripe,0.25
2930,lamented,-0.125
2931,devil,-0.25
2932,aggravated_assault,-0.375
2933,nuisance,0.125
2934,rendering,0.125
2935,beleaguered,-0.125
2936,shiny,0.5
2937,occupying,0.375
2938,simplicity,0.375
2939,Nursing,-0.375
2940,outsiders,-0.625
2941,Pink,-0.125
2942,override,0.125
2943,vulnerabilities,0.125
2944,Fiscal,0.25
2945,glamorous,0.375
2946,fulfillment,0.25
2947,homosexual,0.125
2948,glamor,0.625
2949,compulsory,0.25
2950,kidding,-0.125
2951,Labour_Party,0.125
2952,desires,-0.125
2953,aesthetic,0.25
2954,busted,-0.375
2955,robbing,-0.5
2956,tumbling,0.125
2957,stocked,0.125
2958,prevalence,0.5
2959,compliment,0.375
2960,handicap,-0.75
2961,hygiene,0.625
2962,vain,-0.75
2963,Millennium,0.25
2964,selfish,0.25
2965,forgiveness,0.25
2966,wisely,0.375
2967,Pretty,0.75
2968,Clement,-0.625
2969,Truck,0.25
2970,defunct,-0.75
2971,scream,0.125
2972,assert,0.125
2973,scenic,0.25
2974,Murder,-0.375
2975,outburst,0.5
2976,sacrificed,-0.5
2977,Flagrant,-0.875
2978,Prudential,0.5
2979,reconcile,0.125
2980,unlucky,-0.625
2981,unrealistic,-0.75
2982,extortion,0.125
2983,unfavorable,-0.75
2984,Caterpillar,-0.125
2985,profanity,-0.125
2986,longevity,0.125
2987,citations,0.125
2988,Pavilion,0.125
2989,endeavors,0.125
2990,reflective,0.25
2991,Healthy,0.75
2992,ecological,-0.375
2993,accolades,0.5
2994,intentional,0.125
2995,atrocities,-0.75
2996,bagged,0.125
2997,showcases,0.125
2998,enjoyment,0.5
2999,flaw,-0.125
3000,Mind,0.125
3001,Assets,0.25
3002,vaccination,0.125
3003,exaggerated,0.625
3004,swearing,-0.375
3005,Titan,0.125
3006,standby,0.375
3007,strategically,0.25
3008,surpassing,-0.25
3009,differentiate,-0.25
3010,forfeit,-0.25
3011,Concerns,0.25
3012,pardon,-0.125
3013,defiance,0.5
3014,botched,-0.75
3015,Activities,0.125
3016,turbines,-0.125
3017,sanction,0.25
3018,chill,-0.125
3019,quirky,-0.5
3020,deepest,0.125
3021,curiosity,0.125
3022,evaluations,0.125
3023,ineligible,-0.125
3024,diversion,0.25
3025,Humanity,0.375
3026,guerrillas,-0.5
3027,manipulate,-0.5
3028,fend,-0.5
3029,facilitating,0.375
3030,Downs,0.125
3031,watchers,0.25
3032,economical,0.25
3033,redundant,-0.5
3034,vigorously,0.375
3035,Anonymous,-0.5
3036,inflicted,-0.625
3037,seizures,0.25
3038,perks,0.125
3039,chatting,0.25
3040,cynical,-0.625
3041,messy,-0.875
3042,tuned,0.25
3043,traits,0.125
3044,inactive,-0.625
3045,brunt,-0.125
3046,victorious,0.5
3047,marquee,0.125
3048,accommodations,0.5
3049,Various,-0.25
3050,vastly,0.25
3051,eyed,0.125
3052,Faculty,0.125
3053,plasma,-0.25
3054,Animals,-0.375
3055,Naturally,-0.125
3056,creature,-0.375
3057,query,-0.125
3058,unfold,0.125
3059,prostitutes,-0.25
3060,fray,-0.25
3061,Voting,0.125
3062,admiration,0.5
3063,Claims,0.125
3064,senses,0.375
3065,Executives,0.25
3066,arrogant,0.125
3067,probing,0.25
3068,purported,-0.125
3069,Secret,-0.25
3070,dissolved,-0.125
3071,towering,0.125
3072,insulting,-0.125
3073,stark,0.5
3074,sliced,0.125
3075,disagreements,0.125
3076,harmless,-0.375
3077,informative,0.125
3078,defied,-0.125
3079,Issue,0.125
3080,disadvantaged,-0.5
3081,Avatar,0.125
3082,dues,0.375
3083,Friend,0.125
3084,demographics,-0.125
3085,awe,0.25
3086,erratic,-0.25
3087,cautions,0.375
3088,limbo,0.125
3089,sober,-0.375
3090,charismatic,0.5
3091,indie,-0.625
3092,pleasing,0.25
3093,Outstanding,0.75
3094,appalling,0.125
3095,startling,-0.125
3096,misguided,-1.0
3097,Scores,-0.25
3098,administrations,0.375
3099,replica,-0.625
3100,curse,-0.375
3101,inadvertently,-0.375
3102,luxurious,0.625
3103,naive,0.5
3104,vigil,-0.125
3105,dangerously,-0.125
3106,Newfoundland,0.125
3107,spelling,0.125
3108,distractions,-0.375
3109,possesses,0.125
3110,brisk,0.25
3111,defaults,-0.125
3112,pal,0.125
3113,surreal,-0.25
3114,rendition,0.125
3115,succeeding,0.125
3116,salute,0.375
3117,Opportunity,0.5
3118,Effective,0.125
3119,terrifying,0.25
3120,flashed,0.375
3121,insecurity,-0.125
3122,Inspector,0.25
3123,deserted,-0.375
3124,mindful,0.625
3125,morality,0.75
3126,ego,0.125
3127,accessibility,0.375
3128,possessed,0.5
3129,imply,-0.125
3130,hugged,0.375
3131,exploits,0.25
3132,Unemployment,-0.625
3133,greatness,0.25
3134,spurt,-0.125
3135,gem,0.5
3136,acknowledgment,-0.125
3137,freak,-0.125
3138,Ethics,-0.25
3139,renovate,0.125
3140,unconventional,-0.75
3141,hassle,-0.125
3142,browse,-0.5
3143,mired,-0.125
3144,favoring,0.375
3145,extinction,-0.5
3146,arthritis,-0.25
3147,tasty,0.375
3148,endowment,0.125
3149,grievances,0.375
3150,recognizable,0.5
3151,foray,-0.125
3152,composure,0.375
3153,Roads,-0.25
3154,excel,-0.25
3155,apprehended,0.125
3156,unfinished,-0.625
3157,Catch,-0.5
3158,Vanessa,0.125
3159,beforehand,0.125
3160,Theresa,-0.25
3161,compassionate,-0.875
3162,guerrilla,-0.5
3163,preventive,0.125
3164,warmed,0.25
3165,duplicate,0.25
3166,newborn,-0.125
3167,expansive,-0.5
3168,punk,-0.25
3169,Buddy,0.125
3170,backfield,-0.125
3171,crippling,0.25
3172,beast,-0.375
3173,kindness,0.25
3174,Connection,-0.125
3175,pathetic,-0.75
3176,quell,-0.125
3177,temptation,0.125
3178,harassed,-0.125
3179,rampage,-0.25
3180,antics,0.25
3181,masked,-0.5
3182,precinct,0.375
3183,rude,-0.625
3184,scams,-0.125
3185,abnormal,-0.75
3186,resigning,-0.25
3187,flawless,-0.375
3188,extraordinarily,-0.375
3189,villain,-0.375
3190,hostility,-0.625
3191,grieving,-0.5
3192,trendy,0.5
3193,Pet,-0.125
3194,Agents,0.5
3195,manageable,0.625
3196,disappoint,-0.25
3197,perjury,-0.25
3198,misled,-1.0
3199,exploiting,0.375
3200,blade,0.25
3201,brilliantly,0.25
3202,modular,-0.5
3203,deepen,-0.125
3204,Hero,0.375
3205,prestige,0.125
3206,suspending,-0.375
3207,slayings,-0.375
3208,madness,-0.125
3209,Diabetes,0.125
3210,getaway,0.5
3211,deeds,0.375
3212,Blackwater,-0.25
3213,outsider,-0.625
3214,pavilion,0.125
3215,devotion,0.25
3216,wandering,0.375
3217,honorary,-0.5
3218,humiliation,0.125
3219,copied,-0.25
3220,competence,0.375
3221,upsets,-0.5
3222,Insight,0.125
3223,mourners,-0.125
3224,taller,0.5
3225,sweeps,0.375
3226,brightest,0.125
3227,Losing,-0.5
3228,heartbreaking,-0.75
3229,amusing,0.875
3230,pessimistic,-0.25
3231,rigid,-0.75
3232,disregard,-0.125
3233,Rove,-0.25
3234,upsetting,-0.125
3235,unhealthy,-0.75
3236,Jeep,0.375
3237,disgruntled,-0.625
3238,wording,0.125
3239,wholly,0.5
3240,Santa_Claus,0.25
3241,citation,0.125
3242,reproductive,0.25
3243,uneasy,-0.5
3244,helpless,-0.5
3245,dedicate,0.125
3246,assassinated,0.5
3247,clears,0.25
3248,mentors,0.375
3249,honeymoon,0.625
3250,Terror,-0.5
3251,squandered,0.125
3252,coma,-0.125
3253,betrayed,-0.125
3254,Canal,-0.625
3255,pretending,-0.125
3256,temper,-0.375
3257,waive,-0.625
3258,grass_roots,0.125
3259,Adjusted,0.125
3260,overlook,0.5
3261,joint_ventures,0.25
3262,rodeo,0.5
3263,traumatic,-0.125
3264,leukemia,-0.375
3265,fixes,-0.5
3266,materialize,-0.125
3267,ailments,-0.25
3268,Fear,-0.875
3269,Alternative,-0.125
3270,endorsing,0.375
3271,ripping,-0.25
3272,Popular,0.125
3273,grains,-0.125
3274,Cold,-0.125
3275,suicide_bombings,-0.5
3276,ecstatic,-0.25
3277,shocks,-0.75
3278,exemplary,0.625
3279,resentment,-0.5
3280,concealed,-0.125
3281,redeem,-0.25
3282,depressing,-0.125
3283,athleticism,-0.125
3284,prowess,0.375
3285,monkey,-0.125
3286,perceive,0.375
3287,flair,0.25
3288,mismanagement,-0.125
3289,toughness,0.125
3290,eroded,-0.125
3291,Editorial,0.125
3292,cruelty,-0.625
3293,Strategies,0.125
3294,kissing,-0.25
3295,vivid,0.625
3296,altering,-0.125
3297,defiant,-0.125
3298,Adds,0.5
3299,plague,-0.5
3300,Congratulations,1.0
3301,condemning,-0.25
3302,frustrations,-0.125
3303,clusters,-0.125
3304,Playboy,0.125
3305,varies,-0.25
3306,ignorant,-0.5
3307,deception,-0.625
3308,Plenty,-0.375
3309,qualifies,0.625
3310,thugs,-0.25
3311,pat,0.125
3312,Craft,0.125
3313,unsuccessfully,-0.125
3314,hopefuls,0.125
3315,Frankly,0.375
3316,improbable,-0.625
3317,Granted,0.375
3318,disbelief,0.375
3319,vetoed,-0.625
3320,misunderstanding,-0.5
3321,fostering,0.375
3322,skipping,-0.5
3323,uproar,-0.125
3324,succumbed,0.5
3325,scalability,0.375
3326,Outdoor,0.125
3327,Survivor,-0.125
3328,shit,-0.25
3329,SWAT,-0.125
3330,wedge,0.125
3331,untouched,-0.5
3332,Kern,0.125
3333,hiatus,-0.125
3334,arrogance,0.125
3335,Killed,-0.5
3336,feasibility,0.125
3337,greeting,0.5
3338,unfolded,0.125
3339,unpleasant,-0.5
3340,stubborn,-0.625
3341,endanger,-0.125
3342,faults,-0.625
3343,stagnant,-0.625
3344,tame,0.375
3345,Adventure,0.25
3346,Albion,0.25
3347,simulated,0.375
3348,entertainer,0.25
3349,fur,-0.125
3350,decidedly,0.25
3351,disgusting,-0.125
3352,delightful,0.75
3353,kidnap,-0.125
3354,brutality,-0.125
3355,noteworthy,0.375
3356,guessed,0.125
3357,tumultuous,-0.75
3358,boon,0.375
3359,doom,-0.75
3360,storied,0.125
3361,Marvel,0.625
3362,sexual_harassment,0.5
3363,disguise,0.125
3364,ruthless,-0.75
3365,intimidate,0.125
3366,informational,0.125
3367,dreaming,0.25
3368,hardcore,0.5
3369,uneven,-0.25
3370,Coles,-0.625
3371,smuggled,-0.375
3372,fuss,-0.125
3373,avid,0.125
3374,discontent,0.125
3375,undervalued,-0.375
3376,gloomy,-0.125
3377,minimizing,-0.125
3378,entice,-0.125
3379,Bud,0.25
3380,lapse,-0.5
3381,praises,1.0
3382,illusion,-0.5
3383,quarantine,-0.25
3384,facilitated,0.375
3385,muddy,-0.875
3386,Islamists,0.5
3387,liking,0.25
3388,props,0.875
3389,disparity,0.25
3390,conceal,-0.125
3391,defamation,-0.625
3392,fury,-0.25
3393,downfall,-0.75
3394,moderately,-0.125
3395,windy,-0.375
3396,forgiven,0.25
3397,championed,-0.125
3398,exacerbated,-0.25
3399,obscene,-0.625
3400,disposition,-0.125
3401,vibe,-0.125
3402,fracture,-0.25
3403,TARP,-0.125
3404,bash,0.5
3405,marina,-0.125
3406,unearned,-0.375
3407,Wellness,0.625
3408,fascinated,0.25
3409,factual,0.5
3410,detrimental,-0.75
3411,Immediately,-0.375
3412,endangering,-0.125
3413,Quite,-0.625
3414,spat,-0.25
3415,Administrative,0.25
3416,Vioxx,-0.625
3417,disproportionate,-0.25
3418,pillars,0.125
3419,reinforces,0.125
3420,legality,-0.125
3421,routines,0.25
3422,hoax,-0.125
3423,subsidize,0.125
3424,strives,-0.125
3425,idiot,-0.125
3426,louder,0.25
3427,honorable,0.375
3428,OTC,-0.625
3429,homage,0.5
3430,carnage,-0.25
3431,Compliance,0.625
3432,heavyweights,-0.125
3433,pressuring,0.25
3434,Glee,0.25
3435,Skills,0.25
3436,mentally_ill,-0.75
3437,dusty,-0.375
3438,congratulations,1.0
3439,humbled,-0.375
3440,dreadful,-0.625
3441,paramount,0.125
3442,disgrace,-0.5
3443,underage,-0.75
3444,inefficient,-0.5
3445,Performing_Arts,0.125
3446,suicide_bombing,-0.5
3447,Honestly,0.375
3448,Harmony,-0.125
3449,speculators,-0.5
3450,ominous,-0.75
3451,Improvement,0.375
3452,grin,0.125
3453,mayhem,-0.25
3454,algae,-0.25
3455,secretive,0.125
3456,fond,0.625
3457,Talent,0.125
3458,mountainous,-0.125
3459,appreciative,-0.5
3460,disarm,-0.25
3461,alarms,0.125
3462,dome,0.125
3463,inspires,0.125
3464,Strike,-0.125
3465,favorably,0.5
3466,glow,0.25
3467,marvelous,0.75
3468,orderly,0.25
3469,Different,0.625
3470,instincts,0.375
3471,standstill,-0.375
3472,presumed,-0.375
3473,Brunei,0.25
3474,Numerous,-0.125
3475,deteriorate,-0.5
3476,Inspector_General,0.125
3477,fetus,0.25
3478,securely,0.125
3479,risking,-0.25
3480,endangered_species,-0.125
3481,Clear,0.25
3482,risked,-0.25
3483,Dukes,0.5
3484,diets,-0.125
3485,pity,-0.625
3486,pertinent,0.375
3487,meager,-0.625
3488,pillar,0.125
3489,hates,-0.25
3490,tasted,-0.125
3491,panicked,-0.25
3492,maximizing,0.25
3493,medical_examiner,-0.25
3494,sickened,-0.5
3495,fumbles,-0.125
3496,randomly,0.375
3497,flashes,-0.25
3498,Option,-0.25
3499,horrendous,-0.625
3500,Called,0.25
3501,enrich,0.375
3502,durability,0.125
3503,snakes,-0.375
3504,Releases,0.125
3505,screams,0.125
3506,smugglers,-0.25
3507,backups,-0.5
3508,prostitute,-0.25
3509,envy,0.625
3510,rained,-0.125
3511,combating,-0.25
3512,allergies,-0.125
3513,energized,0.5
3514,Bolt,-0.125
3515,pristine,0.125
3516,respite,-0.75
3517,Opportunities,0.5
3518,worrisome,-0.25
3519,oils,-0.125
3520,jealous,0.125
3521,downplayed,0.375
3522,Diluted,-0.125
3523,furnishings,-0.5
3524,lawful,0.125
3525,Yellow,-0.25
3526,foresee,-0.125
3527,turbine,-0.125
3528,troublesome,-0.875
3529,Advantage,0.625
3530,pals,0.125
3531,drunken,0.25
3532,invalid,-0.75
3533,gentlemen,0.125
3534,radically,0.25
3535,shameful,-0.375
3536,fatality,-0.75
3537,incorrectly,0.25
3538,systematically,0.25
3539,underestimated,-0.375
3540,Definitely,0.25
3541,excelled,-0.25
3542,friendships,0.125
3543,bully,-0.875
3544,advent,0.375
3545,hog,-0.25
3546,insider_trading,-0.25
3547,Maintenance,0.5
3548,astounding,-0.25
3549,elevate,0.25
3550,novelty,-0.125
3551,classy,0.375
3552,burdens,-0.875
3553,stickers,0.125
3554,unmarked,-0.625
3555,pricey,0.5
3556,Nifty,0.875
3557,unfounded,-0.5
3558,regretted,-0.5
3559,towed,-0.125
3560,notwithstanding,-0.375
3561,equitable,0.5
3562,disparate,0.5
3563,adapting,0.25
3564,utmost,-0.25
3565,Fantasy,-0.5
3566,tentatively,0.125
3567,Criminal,-0.25
3568,obsolete,-0.125
3569,scanned,0.375
3570,candid,0.125
3571,apologies,-0.625
3572,poignant,0.375
3573,doctorate,0.125
3574,Assuming,-0.375
3575,blends,0.125
3576,intrigued,0.25
3577,afloat,0.375
3578,hardships,-0.25
3579,defy,-0.125
3580,Endeavour,0.125
3581,starved,-0.25
3582,Welfare,0.125
3583,hostilities,-0.125
3584,fabrication,-0.75
3585,deceptive,-0.625
3586,caffeine,0.25
3587,masterpiece,0.125
3588,Crow,-0.125
3589,plentiful,-0.25
3590,CAD,-1.0
3591,distraught,-0.125
3592,Managing,0.125
3593,chic,0.625
3594,Triple_Crown,0.375
3595,allocations,0.125
3596,havoc,-0.5
3597,Activity,0.125
3598,outpatient,-0.5
3599,woo,0.125
3600,superstars,0.125
3601,asserts,0.125
3602,Cops,-0.25
3603,revitalize,0.5
3604,Swat,-0.125
3605,enormously,-0.25
3606,slamming,0.25
3607,reinstate,0.25
3608,ire,0.375
3609,nostalgia,-0.375
3610,insanity,-0.125
3611,hypocrisy,0.125
3612,benign,-0.75
3613,squarely,-0.125
3614,expiring,0.125
3615,Worse,-0.625
3616,peril,-0.25
3617,Venture,0.125
3618,Rescuers,-0.25
3619,goodness,0.625
3620,infectious,-0.5
3621,destabilize,-0.25
3622,humiliating,-0.625
3623,adrift,0.375
3624,eternal,0.25
3625,Pleasant,0.5
3626,Extreme,0.125
3627,scent,0.25
3628,diagnose,0.5
3629,dotted,-0.125
3630,Thorpe,0.25
3631,Birds,-0.125
3632,harming,-0.5
3633,underestimate,-0.5
3634,boos,-0.125
3635,spraying,-0.25
3636,Sidney,0.125
3637,Gift,0.25
3638,lofty,0.625
3639,weathered,-0.625
3640,attrition,-0.125
3641,balloting,0.125
3642,sporadic,-0.625
3643,unthinkable,-0.625
3644,gruesome,-0.375
3645,appalled,-0.25
3646,precarious,-0.5
3647,Fears,-0.875
3648,spontaneous,0.25
3649,Baron,0.125
3650,Sting,-0.75
3651,paragraphs,0.25
3652,Scheme,0.125
3653,tones,-0.125
3654,attire,-0.125
3655,wrath,-0.5
3656,red_tape,-0.125
3657,optimum,0.125
3658,retro,0.125
3659,ironically,-0.5
3660,Older,0.5
3661,unsolicited,-0.625
3662,withdrawals,-0.125
3663,blizzard,0.25
3664,hyped,0.25
3665,Problems,-0.625
3666,assertions,0.375
3667,spectator,0.25
3668,schizophrenia,0.25
3669,disrespect,-1.0
3670,indulge,0.125
3671,intervals,0.5
3672,inferior,-0.75
3673,scrapping,0.125
3674,Resistance,-0.75
3675,tallest,0.5
3676,Consortium,0.125
3677,understandably,0.125
3678,Seriously,0.25
3679,blatant,0.375
3680,lowers,-0.125
3681,Showtime,0.125
3682,enthusiast,0.125
3683,camaraderie,0.11200000000000004
3684,pensioners,0.125
3685,tug,-0.125
3686,unharmed,-0.125
3687,incompetent,-0.625
3688,playful,0.25
3689,reckons,0.125
3690,harassing,-0.125
3691,refurbished,0.25
3692,impartial,0.375
3693,wandered,-0.25
3694,insults,-0.25
3695,Faced,-0.5
3696,skeptics,0.125
3697,ignores,-0.5
3698,firmer,0.25
3699,dreaded,-0.625
3700,Depression,-0.375
3701,Innovative,0.5
3702,oversized,-0.375
3703,defying,-0.125
3704,Honors,0.5
3705,shuttered,0.25
3706,Raw,-0.25
3707,Sage,0.125
3708,don,0.125
3709,tragedies,-0.5
3710,sorrow,-0.625
3711,inherently,0.125
3712,vegetarian,-0.375
3713,immensely,0.25
3714,fiasco,-0.375
3715,resigns,-0.25
3716,pointless,-0.5
3717,etiquette,0.5
3718,Wildcat,-0.375
3719,nominating,0.375
3720,rebuffed,-0.75
3721,Devil,-0.25
3722,performing_arts,0.125
3723,negligent,-0.25
3724,erode,-0.125
3725,smacked,-0.125
3726,Eyes,0.25
3727,Wizard,0.125
3728,penchant,0.375
3729,diabetic,-0.375
3730,reprieve,-0.75
3731,cathedral,0.25
3732,entrusted,0.375
3733,defective,0.5
3734,wow,-0.125
3735,dissatisfaction,-0.375
3736,lax,-0.375
3737,dependable,0.375
3738,decorative,0.375
3739,intangible_assets,-0.625
3740,unstoppable,-0.625
3741,limitation,0.25
3742,Suspect,0.25
3743,eluded,0.125
3744,bodyguards,-0.125
3745,Compare,0.25
3746,hack,-0.25
3747,precincts,0.375
3748,racket,-0.25
3749,mourn,-0.75
3750,ideally,0.375
3751,dot,0.125
3752,Marino,0.125
3753,radioactive,-0.125
3754,worthless,-0.5
3755,sins,-0.125
3756,pharmacists,0.125
3757,agitation,-0.375
3758,Pats,0.125
3759,lowly,-0.875
3760,bullied,0.125
3761,sturdy,0.25
3762,sticker,0.125
3763,responsibly,0.5
3764,Crazy,-0.375
3765,Leads,0.125
3766,invoked,0.125
3767,hugs,0.125
3768,monkeys,-0.125
3769,Wesleyan,0.125
3770,classical_music,0.25
3771,remorse,-0.5
3772,Boy_Scouts,0.375
3773,unheard,0.25
3774,sexually,0.375
3775,bleachers,-0.5
3776,downright,0.375
3777,treacherous,-0.5
3778,stardom,-0.125
3779,irrespective,-0.375
3780,acquires,0.125
3781,dismay,-0.25
3782,stab,-0.375
3783,Passion,0.5
3784,outperformed,-0.125
3785,flashy,-0.5
3786,bravery,-0.125
3787,Toby,0.125
3788,immoral,-0.625
3789,greener,-0.125
3790,prosper,0.125
3791,raining,-0.125
3792,Speculation,-0.125
3793,blades,0.25
3794,respecting,0.5
3795,Grimes,-0.125
3796,allotment,0.125
3797,facilitates,0.375
3798,staked,-0.25
3799,wealthiest,-0.25
3800,creepy,-0.875
3801,vodka,-0.125
3802,apt,0.375
3803,preferring,0.875
3804,Sustainable,0.625
3805,differs,0.25
3806,indefinite,-0.25
3807,Guess,-0.125
3808,metaphor,-0.5
3809,commonplace,0.125
3810,gusts,0.125
3811,exhaustive,0.875
3812,refine,0.125
3813,embraces,0.125
3814,unsecured,-0.5
3815,Hospitality,0.25
3816,ed,-0.5
3817,poisoned,-0.5
3818,template,0.125
3819,unforgettable,-0.375
3820,abrupt,-0.25
3821,cramped,-0.125
3822,shines,0.25
3823,emphatic,0.25
